"Tag Code","Site Name","First Time Value","Count"
"3DD.003DFA21D6","GRS - Lower Granite Dam Spillway","5/6/2024 4:35:42 AM","1"
"3DD.0077BFC30B","GRS - Lower Granite Dam Spillway","5/6/2024 3:26:53 AM","1"
"3DD.003DFA1927","GRS - Lower Granite Dam Spillway","5/6/2024 2:54:50 AM","1"
"3DD.0077C04AA6","GRS - Lower Granite Dam Spillway","5/5/2024 11:23:06 PM","1"
"3DD.003DFA2167","GRS - Lower Granite Dam Spillway","5/5/2024 6:41:55 PM","1"
"3DD.003DFA16C8","GRS - Lower Granite Dam Spillway","5/5/2024 4:06:55 PM","1"
"3DD.0077BF8E7F","GRS - Lower Granite Dam Spillway","5/5/2024 1:29:53 PM","1"
"3DD.0077BFAFB9","GRS - Lower Granite Dam Spillway","5/5/2024 2:46:39 AM","1"
"3DD.003DFA1BB4","GRS - Lower Granite Dam Spillway","5/4/2024 9:48:35 PM","1"
"3DD.003DFA1F7F","GRS - Lower Granite Dam Spillway","5/4/2024 7:00:43 PM","1"
"3DD.003DFA23C8","GRS - Lower Granite Dam Spillway","5/3/2024 5:55:13 PM","1"
"3DD.003DFA227C","GRS - Lower Granite Dam Spillway","5/3/2024 12:35:56 PM","1"
"3DD.0077C062D5","GRS - Lower Granite Dam Spillway","5/3/2024 12:27:47 PM","1"
"3DD.003DFA1EBC","GRS - Lower Granite Dam Spillway","5/3/2024 12:27:02 PM","1"
"3DD.003DFA18E7","GRS - Lower Granite Dam Spillway","5/3/2024 7:05:35 AM","1"
"3DD.003DFA1F95","GRS - Lower Granite Dam Spillway","5/3/2024 3:38:31 AM","1"
"3DD.003DFA1BAE","GRS - Lower Granite Dam Spillway","5/3/2024 3:27:53 AM","1"
"3DD.003DFA2301","GRS - Lower Granite Dam Spillway","5/3/2024 3:04:44 AM","1"
"3DD.003DFA1AE2","GRS - Lower Granite Dam Spillway","5/2/2024 5:31:28 PM","1"
"3DD.0077BF715E","GRS - Lower Granite Dam Spillway","5/2/2024 11:30:19 AM","1"
"3DD.003DFA1A97","GRS - Lower Granite Dam Spillway","5/2/2024 9:25:32 AM","1"
"3DD.003DFA23E7","GRS - Lower Granite Dam Spillway","5/2/2024 8:19:45 AM","1"
"3DD.003DFA1E57","GRS - Lower Granite Dam Spillway","5/2/2024 4:12:10 AM","1"
"3DD.0077BF661A","GRS - Lower Granite Dam Spillway","5/2/2024 4:04:43 AM","1"
"3DD.0077BFC57D","GRS - Lower Granite Dam Spillway","5/1/2024 3:24:15 PM","1"
"3DD.003DFA16F0","GRS - Lower Granite Dam Spillway","5/1/2024 3:18:29 PM","1"
"3DD.003DFA23FF","GRS - Lower Granite Dam Spillway","5/1/2024 2:40:23 PM","1"
"3DD.003DFA1FBC","GRS - Lower Granite Dam Spillway","5/1/2024 2:34:46 PM","1"
"3DD.0077BFC2C5","GRS - Lower Granite Dam Spillway","5/1/2024 2:26:30 PM","1"
"3DD.003DFA1559","GRS - Lower Granite Dam Spillway","5/1/2024 1:40:57 PM","1"
"3DD.003DFA1FD2","GRS - Lower Granite Dam Spillway","5/1/2024 1:36:10 PM","1"
"3DD.003DFA2277","GRS - Lower Granite Dam Spillway","5/1/2024 12:40:28 PM","1"
"3DD.003DFA21AF","GRS - Lower Granite Dam Spillway","5/1/2024 12:32:15 PM","1"
"3DD.003DFA1EBA","GRS - Lower Granite Dam Spillway","5/1/2024 12:14:09 PM","1"
"3DD.0077BFF909","GRS - Lower Granite Dam Spillway","5/1/2024 11:57:11 AM","1"
"3DD.0077C03138","GRS - Lower Granite Dam Spillway","5/1/2024 10:45:47 AM","1"
"3DD.003DFA1B46","GRS - Lower Granite Dam Spillway","5/1/2024 7:00:35 AM","1"
"3DD.003DFA20C6","GRS - Lower Granite Dam Spillway","4/30/2024 6:24:42 PM","1"
"3DD.003DFA1EAE","GRS - Lower Granite Dam Spillway","4/30/2024 6:18:04 PM","1"
"3DD.003DFA2378","GRS - Lower Granite Dam Spillway","4/30/2024 4:59:02 PM","1"
"3DD.0077BF374B","GRS - Lower Granite Dam Spillway","4/30/2024 4:38:58 PM","1"
"3DD.0077BF9086","GRS - Lower Granite Dam Spillway","4/30/2024 3:44:56 PM","1"
"3DD.003DFA17D1","GRS - Lower Granite Dam Spillway","4/30/2024 3:34:36 PM","1"
"3DD.0077C01735","GRS - Lower Granite Dam Spillway","4/30/2024 3:02:23 PM","1"
"3DD.0077C06BC5","GRS - Lower Granite Dam Spillway","4/30/2024 1:43:18 PM","1"
"3DD.003DFA1565","GRS - Lower Granite Dam Spillway","4/30/2024 12:29:40 PM","1"
"3DD.0077BFC9E0","GRS - Lower Granite Dam Spillway","4/30/2024 11:51:28 AM","1"
"3DD.003DFA1A27","GRS - Lower Granite Dam Spillway","4/30/2024 11:30:04 AM","1"
"3DD.003DFA1DE4","GRS - Lower Granite Dam Spillway","4/30/2024 9:42:51 AM","1"
"3DD.0077BF56F9","GRS - Lower Granite Dam Spillway","4/29/2024 3:18:26 PM","1"
"3DD.003DFA20CF","GRS - Lower Granite Dam Spillway","4/29/2024 12:35:05 PM","1"
"3DD.003DFA1B33","GRS - Lower Granite Dam Spillway","4/29/2024 11:30:01 AM","1"
"3DD.003DFA2055","GRS - Lower Granite Dam Spillway","4/29/2024 3:06:19 AM","1"
"3DD.003DFA19B3","GRS - Lower Granite Dam Spillway","4/29/2024 2:07:07 AM","1"
"3DD.003DFA18D1","GRS - Lower Granite Dam Spillway","4/28/2024 12:57:45 PM","1"
"3DD.003DFA2202","GRS - Lower Granite Dam Spillway","4/28/2024 8:44:13 AM","1"
"3DD.0077BF56BA","GRS - Lower Granite Dam Spillway","4/28/2024 7:33:27 AM","1"
"3DD.003DFA18CB","GRS - Lower Granite Dam Spillway","4/28/2024 5:08:28 AM","1"
"3DD.003DFA1679","GRS - Lower Granite Dam Spillway","4/28/2024 4:55:44 AM","1"
"3DD.003DFA1734","GRS - Lower Granite Dam Spillway","4/28/2024 3:21:16 AM","1"
"3DD.003DFA153B","GRJ - Lower Granite Dam Juvenile","4/28/2024 1:32:45 AM","1"
"3DD.003DFA1E49","GRS - Lower Granite Dam Spillway","4/28/2024 12:24:45 AM","1"
"3DD.003DFA223E","GRS - Lower Granite Dam Spillway","4/27/2024 1:45:54 PM","1"
"3DD.003DFA14C5","GRS - Lower Granite Dam Spillway","4/27/2024 12:54:16 PM","1"
"3DD.003DFA1B2F","GRS - Lower Granite Dam Spillway","4/27/2024 11:19:46 AM","1"
"3DD.0077BFE2A9","GRS - Lower Granite Dam Spillway","4/27/2024 10:30:55 AM","1"
"3DD.003DFA1D3E","GRS - Lower Granite Dam Spillway","4/27/2024 8:39:20 AM","1"
"3DD.0077BF9A84","GRS - Lower Granite Dam Spillway","4/27/2024 5:49:32 AM","1"
"3DD.0077C059C4","GRS - Lower Granite Dam Spillway","4/26/2024 3:28:11 PM","1"
"3DD.0077BFECD8","GRS - Lower Granite Dam Spillway","4/26/2024 11:28:31 AM","1"
"3DD.003DFA2355","GRS - Lower Granite Dam Spillway","4/26/2024 7:08:35 AM","1"
"3DD.003DFA1B21","GRS - Lower Granite Dam Spillway","4/26/2024 6:28:19 AM","1"
"3DD.0077BF6B35","GRS - Lower Granite Dam Spillway","4/25/2024 1:24:19 PM","1"
"3DD.003DFA209E","GRS - Lower Granite Dam Spillway","4/25/2024 11:09:08 AM","1"
"3DD.003DFA18CC","GRS - Lower Granite Dam Spillway","4/25/2024 9:42:43 AM","1"
"3DD.0077C02EEF","GRS - Lower Granite Dam Spillway","4/25/2024 5:35:46 AM","1"
"3DD.003DFA136A","GRS - Lower Granite Dam Spillway","4/25/2024 3:15:21 AM","1"
"3DD.003DFA1E5D","GRS - Lower Granite Dam Spillway","4/25/2024 12:32:12 AM","1"
"3DD.003DFA19FF","GRS - Lower Granite Dam Spillway","4/24/2024 10:44:11 PM","1"
"3DD.003DFA1E4F","GRS - Lower Granite Dam Spillway","4/24/2024 10:41:09 PM","1"
"3DD.003DFA22CE","GRS - Lower Granite Dam Spillway","4/24/2024 1:31:27 PM","1"
"3DD.003DFA194C","GRS - Lower Granite Dam Spillway","4/24/2024 1:17:44 PM","1"
"3DD.003DFA1BC0","GRS - Lower Granite Dam Spillway","4/24/2024 12:39:04 PM","1"
"3DD.003DFA2054","GRS - Lower Granite Dam Spillway","4/24/2024 7:10:43 AM","1"
"3DD.003DFA2190","GRS - Lower Granite Dam Spillway","4/24/2024 6:29:03 AM","1"
"3DD.003DFA1D23","GRS - Lower Granite Dam Spillway","4/24/2024 6:27:58 AM","1"
"3DD.003DFA20A3","GRS - Lower Granite Dam Spillway","4/24/2024 6:24:16 AM","1"
"3DD.003DFA23CA","GRS - Lower Granite Dam Spillway","4/24/2024 2:03:08 AM","1"
"3DD.003DFA1C79","GRS - Lower Granite Dam Spillway","4/24/2024 1:49:54 AM","1"
"3DD.003DFA1B13","GRS - Lower Granite Dam Spillway","4/24/2024 1:01:16 AM","1"
"3DD.003DFA1E32","GRS - Lower Granite Dam Spillway","4/23/2024 9:51:28 PM","1"
"3DD.003DFA222E","GRS - Lower Granite Dam Spillway","4/23/2024 9:37:01 PM","1"
"3DD.003DFA1B8D","GRS - Lower Granite Dam Spillway","4/23/2024 9:26:05 PM","1"
"3DD.003DFA22C5","GRS - Lower Granite Dam Spillway","4/23/2024 9:02:06 PM","1"
"3DD.003DFA1B90","GRS - Lower Granite Dam Spillway","4/23/2024 8:53:15 PM","1"
"3DD.003DFA213D","GRS - Lower Granite Dam Spillway","4/23/2024 6:48:34 PM","1"
"3DD.0077BF6672","GRS - Lower Granite Dam Spillway","4/23/2024 4:36:38 PM","1"
"3DD.003DFA1359","GRS - Lower Granite Dam Spillway","4/23/2024 3:50:58 PM","1"
"3DD.003DFA20C0","GRS - Lower Granite Dam Spillway","4/23/2024 1:26:52 PM","1"
"3DD.003DFA1480","GRS - Lower Granite Dam Spillway","4/23/2024 5:33:23 AM","1"
"3DD.0077BFF7AE","GRS - Lower Granite Dam Spillway","4/22/2024 10:06:45 PM","1"
"3DD.0077BF82C6","GRS - Lower Granite Dam Spillway","4/22/2024 8:47:58 PM","1"
"3DD.003DFA225D","GRS - Lower Granite Dam Spillway","4/22/2024 8:19:54 PM","1"
"3DD.003DFA20F4","GRS - Lower Granite Dam Spillway","4/22/2024 8:19:14 PM","1"
"3DD.003DFA1C1E","GRS - Lower Granite Dam Spillway","4/22/2024 4:53:23 PM","1"
"3DD.003DFA1E91","GRS - Lower Granite Dam Spillway","4/22/2024 1:33:07 PM","1"
"3DD.003DFA1F97","GRJ - Lower Granite Dam Juvenile","4/22/2024 8:46:46 AM","1"
"3DD.003DFA23CE","GRS - Lower Granite Dam Spillway","4/22/2024 2:04:34 AM","1"
"3DD.003DFA1FB4","GRS - Lower Granite Dam Spillway","4/22/2024 1:08:20 AM","1"
"3DD.003DFA1C65","GRS - Lower Granite Dam Spillway","4/22/2024 12:56:48 AM","1"
"3DD.003DFA17BC","GRS - Lower Granite Dam Spillway","4/21/2024 2:55:21 PM","1"
"3DD.003DFA20AB","GRS - Lower Granite Dam Spillway","4/21/2024 2:37:45 PM","1"
"3DD.003DFA1BBD","GRJ - Lower Granite Dam Juvenile","4/21/2024 10:35:58 AM","1"
"3DD.003DFA1A8A","GRS - Lower Granite Dam Spillway","4/21/2024 10:20:02 AM","1"
"3DD.003DFA1B5B","GRS - Lower Granite Dam Spillway","4/21/2024 4:44:49 AM","1"
"3DD.003DFA21E2","GRJ - Lower Granite Dam Juvenile","4/21/2024 4:00:58 AM","1"
"3DD.003DFA1C52","GRS - Lower Granite Dam Spillway","4/20/2024 6:12:36 PM","1"
"3DD.003DFA2216","GRS - Lower Granite Dam Spillway","4/20/2024 3:02:10 PM","1"
"3DD.0077BFA2AC","GRS - Lower Granite Dam Spillway","4/20/2024 12:40:17 PM","1"
"3DD.003DFA1FF1","GRS - Lower Granite Dam Spillway","4/20/2024 3:01:21 AM","1"
"3DD.003DFA22D9","GRJ - Lower Granite Dam Juvenile","4/20/2024 12:16:30 AM","1"
"3DD.003DFA1A75","GRS - Lower Granite Dam Spillway","4/19/2024 8:19:17 PM","1"
"3DD.003DFA1D9C","GRJ - Lower Granite Dam Juvenile","4/19/2024 8:17:57 PM","1"
"3DD.003DFA2018","GRS - Lower Granite Dam Spillway","4/19/2024 3:57:40 PM","1"
"3DD.0077BFE1F3","GRS - Lower Granite Dam Spillway","4/19/2024 2:59:12 PM","1"
"3DD.0077BF8F0B","GRS - Lower Granite Dam Spillway","4/19/2024 2:02:13 PM","1"
"3DD.003DFA1B00","GRS - Lower Granite Dam Spillway","4/19/2024 10:42:50 AM","1"
"3DD.003DFA16F9","GRS - Lower Granite Dam Spillway","4/19/2024 8:09:25 AM","1"
"3DD.003DFA14F4","GRS - Lower Granite Dam Spillway","4/19/2024 5:15:06 AM","1"
"3DD.003DFA1550","GRS - Lower Granite Dam Spillway","4/19/2024 4:24:52 AM","1"
"3DD.003DFA1C1A","GRJ - Lower Granite Dam Juvenile","4/19/2024 2:14:07 AM","1"
"3DD.003DFA1A06","GRS - Lower Granite Dam Spillway","4/19/2024 1:04:10 AM","1"
"3DD.003DFA2252","GRJ - Lower Granite Dam Juvenile","4/18/2024 11:03:35 PM","1"
"3DD.003DFA19D7","GRJ - Lower Granite Dam Juvenile","4/18/2024 9:57:52 PM","1"
"3DD.003DFA16DE","GRS - Lower Granite Dam Spillway","4/18/2024 9:56:39 PM","1"
"3DD.003DFA1AB3","GRJ - Lower Granite Dam Juvenile","4/18/2024 9:26:23 PM","1"
"3DD.0077C04DB0","GRJ - Lower Granite Dam Juvenile","4/18/2024 8:01:19 PM","1"
"3DD.0077BF49A2","GRJ - Lower Granite Dam Juvenile","4/18/2024 7:32:07 PM","1"
"3DD.003DFA23B6","GRS - Lower Granite Dam Spillway","4/18/2024 6:12:14 PM","1"
"3DD.003DFA1E77","GRS - Lower Granite Dam Spillway","4/18/2024 4:51:55 PM","1"
"3DD.0077BFAB8A","GRS - Lower Granite Dam Spillway","4/18/2024 1:22:04 PM","1"
"3DD.003DFA1C50","GRJ - Lower Granite Dam Juvenile","4/18/2024 6:08:02 AM","1"
"3DD.003DFA20A1","GRJ - Lower Granite Dam Juvenile","4/18/2024 1:55:15 AM","1"
"3DD.0077BF8CFD","GRJ - Lower Granite Dam Juvenile","4/18/2024 1:26:14 AM","1"
"3DD.0077BF7E3A","GRJ - Lower Granite Dam Juvenile","4/18/2024 1:24:00 AM","1"
"3DD.003DFA19C2","GRJ - Lower Granite Dam Juvenile","4/18/2024 1:04:00 AM","1"
"3DD.003DFA1E86","GRJ - Lower Granite Dam Juvenile","4/18/2024 12:37:54 AM","1"
"3DD.0077BFCD50","GRJ - Lower Granite Dam Juvenile","4/17/2024 11:26:10 PM","1"
"3DD.003DFA234A","GRS - Lower Granite Dam Spillway","4/17/2024 10:52:40 PM","1"
"3DD.0077BF3F7A","GRJ - Lower Granite Dam Juvenile","4/17/2024 10:14:39 PM","1"
"3DD.003DFA2203","GRS - Lower Granite Dam Spillway","4/17/2024 9:26:12 PM","1"
"3DD.003DFA1C94","GRJ - Lower Granite Dam Juvenile","4/17/2024 9:13:43 PM","1"
"3DD.003DFA2222","GRJ - Lower Granite Dam Juvenile","4/17/2024 8:28:38 PM","1"
"3DD.003DFA1EE7","GRJ - Lower Granite Dam Juvenile","4/17/2024 8:12:35 PM","1"
"3DD.003DFA23E9","GRJ - Lower Granite Dam Juvenile","4/17/2024 6:51:14 PM","1"
"3DD.0077BFF98B","GRS - Lower Granite Dam Spillway","4/17/2024 1:46:43 PM","1"
"3DD.003DFA1BDE","GRS - Lower Granite Dam Spillway","4/17/2024 12:42:14 PM","1"
"3DD.003DFA1905","GRS - Lower Granite Dam Spillway","4/17/2024 12:41:45 PM","1"
"3DD.003DFA22DD","GRS - Lower Granite Dam Spillway","4/17/2024 12:18:07 PM","1"
"3DD.003DFA20CC","GRS - Lower Granite Dam Spillway","4/17/2024 8:08:10 AM","1"
"3DD.003DFA17DE","GRJ - Lower Granite Dam Juvenile","4/17/2024 6:51:35 AM","1"
"3DD.0077C03D76","GRJ - Lower Granite Dam Juvenile","4/17/2024 12:58:26 AM","1"
"3DD.0077BFCD2E","GRS - Lower Granite Dam Spillway","4/16/2024 10:44:17 PM","1"
"3DD.003DFA166E","GRS - Lower Granite Dam Spillway","4/16/2024 7:28:00 PM","1"
"3DD.003DFA1D4D","GRS - Lower Granite Dam Spillway","4/16/2024 7:18:38 PM","1"
"3DD.003DFA1CBF","GRS - Lower Granite Dam Spillway","4/16/2024 7:06:10 PM","1"
"3DD.0077BF5EA5","GRJ - Lower Granite Dam Juvenile","4/16/2024 6:33:07 PM","1"
"3DD.003DFA1B63","GRJ - Lower Granite Dam Juvenile","4/16/2024 6:22:08 PM","1"
"3DD.003DFA2470","GRS - Lower Granite Dam Spillway","4/16/2024 6:19:09 PM","1"
"3DD.003DFA1833","GRS - Lower Granite Dam Spillway","4/16/2024 6:01:30 PM","1"
"3DD.003DFA1D2D","GRS - Lower Granite Dam Spillway","4/16/2024 11:54:37 AM","1"
"3DD.003DFA2128","GRS - Lower Granite Dam Spillway","4/16/2024 8:59:34 AM","1"
"3DD.0077BEF6C0","GRS - Lower Granite Dam Spillway","4/16/2024 8:51:38 AM","1"
"3DD.0077BF3C40","GRS - Lower Granite Dam Spillway","4/16/2024 8:16:48 AM","1"
"3DD.0077C03C77","GRS - Lower Granite Dam Spillway","4/16/2024 7:58:39 AM","1"
"3DD.003DFA1B89","GRS - Lower Granite Dam Spillway","4/16/2024 6:40:54 AM","1"
"3DD.003DFA239B","GRS - Lower Granite Dam Spillway","4/16/2024 5:39:30 AM","1"
"3DD.003DFA1904","GRS - Lower Granite Dam Spillway","4/16/2024 5:33:10 AM","1"
"3DD.003DFA230A","GRJ - Lower Granite Dam Juvenile","4/16/2024 3:50:56 AM","1"
"3DD.003DFA233D","GRS - Lower Granite Dam Spillway","4/16/2024 1:51:43 AM","1"
"3DD.003DFA1D56","GRS - Lower Granite Dam Spillway","4/16/2024 1:33:06 AM","1"
"3DD.003DFA1409","GRS - Lower Granite Dam Spillway","4/15/2024 11:20:23 PM","1"
"3DD.003DFA1B04","GRJ - Lower Granite Dam Juvenile","4/15/2024 11:08:34 PM","1"
"3DD.0077BF7EA8","GRS - Lower Granite Dam Spillway","4/15/2024 11:06:08 PM","1"
"3DD.003DFA1EC1","GRS - Lower Granite Dam Spillway","4/15/2024 8:36:18 PM","1"
"3DD.003DFA1ACE","GRS - Lower Granite Dam Spillway","4/15/2024 7:48:07 PM","1"
"3DD.003DFA21CF","GRS - Lower Granite Dam Spillway","4/15/2024 7:45:40 PM","1"
"3DD.003DFA1935","GRS - Lower Granite Dam Spillway","4/15/2024 5:41:04 PM","1"
"3DD.003DFA17E4","GRS - Lower Granite Dam Spillway","4/15/2024 10:57:07 AM","1"
"3DD.003DFA1530","GRS - Lower Granite Dam Spillway","4/15/2024 8:25:11 AM","1"
"3DD.0077BF6AAF","GRS - Lower Granite Dam Spillway","4/15/2024 7:16:55 AM","1"
"3DD.003DFA135A","GRS - Lower Granite Dam Spillway","4/15/2024 4:20:29 AM","1"
"3DD.003DFA229E","GRJ - Lower Granite Dam Juvenile","4/15/2024 4:04:15 AM","1"
"3DD.003DFA1A03","GRS - Lower Granite Dam Spillway","4/15/2024 3:47:42 AM","1"
"3DD.003DFA16A2","GRS - Lower Granite Dam Spillway","4/15/2024 2:48:58 AM","1"
"3DD.003DFA146F","GRS - Lower Granite Dam Spillway","4/15/2024 2:48:05 AM","1"
"3DD.0077BF4310","GRJ - Lower Granite Dam Juvenile","4/15/2024 2:45:24 AM","1"
"3DD.003DFA1B9B","GRJ - Lower Granite Dam Juvenile","4/15/2024 1:55:37 AM","1"
"3DD.003DFA20D8","GRS - Lower Granite Dam Spillway","4/15/2024 1:11:27 AM","1"
"3DD.003DFA1D3D","GRJ - Lower Granite Dam Juvenile","4/15/2024 12:25:17 AM","1"
"3DD.0077C03144","GRJ - Lower Granite Dam Juvenile","4/15/2024 12:05:56 AM","1"
"3DD.003DFA1778","GRJ - Lower Granite Dam Juvenile","4/14/2024 11:59:50 PM","1"
"3DD.003DFA1498","GRS - Lower Granite Dam Spillway","4/14/2024 11:17:20 PM","1"
"3DD.003DFA1F9D","GRS - Lower Granite Dam Spillway","4/14/2024 10:03:29 PM","1"
"3DD.0077C04D0D","GRS - Lower Granite Dam Spillway","4/14/2024 9:53:54 PM","1"
"3DD.003DFA168A","GRJ - Lower Granite Dam Juvenile","4/14/2024 9:29:44 PM","1"
"3DD.003DFA1DDD","GRJ - Lower Granite Dam Juvenile","4/14/2024 9:25:08 PM","1"
"3DD.003DFA1ED8","GRS - Lower Granite Dam Spillway","4/14/2024 4:39:12 PM","1"
"3DD.003DFA1448","GRS - Lower Granite Dam Spillway","4/14/2024 12:54:42 PM","1"
"3DD.003DFA236B","GRS - Lower Granite Dam Spillway","4/14/2024 10:57:35 AM","1"
"3DD.0077C03D89","GRS - Lower Granite Dam Spillway","4/14/2024 10:34:44 AM","1"
"3DD.003DFA167E","GRS - Lower Granite Dam Spillway","4/14/2024 7:51:32 AM","1"
"3DD.003DFA19E7","GRS - Lower Granite Dam Spillway","4/14/2024 5:22:54 AM","1"
"3DD.003DFA1982","GRS - Lower Granite Dam Spillway","4/14/2024 4:17:55 AM","1"
"3DD.003DFA20E6","GRS - Lower Granite Dam Spillway","4/14/2024 3:57:09 AM","1"
"3DD.003DFA1B8B","GRS - Lower Granite Dam Spillway","4/14/2024 3:26:54 AM","1"
"3DD.003DFA2455","GRS - Lower Granite Dam Spillway","4/14/2024 2:47:56 AM","1"
"3DD.003DFA2194","GRJ - Lower Granite Dam Juvenile","4/14/2024 2:13:04 AM","1"
"3DD.0077C02ED1","GRJ - Lower Granite Dam Juvenile","4/14/2024 12:50:05 AM","1"
"3DD.0077BFEEBC","GRJ - Lower Granite Dam Juvenile","4/14/2024 12:11:34 AM","1"
"3DD.003DFA2157","GRS - Lower Granite Dam Spillway","4/13/2024 11:31:26 PM","1"
"3DD.003DFA1E30","GRS - Lower Granite Dam Spillway","4/13/2024 10:12:18 PM","1"
"3DD.003DFA1C2C","GRS - Lower Granite Dam Spillway","4/13/2024 10:07:35 PM","1"
"3DD.003DFA208F","GRS - Lower Granite Dam Spillway","4/13/2024 10:02:07 PM","1"
"3DD.0077BF768F","GRJ - Lower Granite Dam Juvenile","4/13/2024 9:43:11 PM","1"
"3DD.003DFA1A2B","GRJ - Lower Granite Dam Juvenile","4/13/2024 9:08:22 PM","1"
"3DD.0077BF71D7","GRS - Lower Granite Dam Spillway","4/13/2024 9:04:31 PM","1"
"3DD.003DFA211E","GRS - Lower Granite Dam Spillway","4/13/2024 9:02:04 PM","1"
"3DD.003DFA1D13","GRS - Lower Granite Dam Spillway","4/13/2024 8:38:35 PM","1"
